URL,Details,Fabric,Sheet
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Norway East (NOE)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Norway East (NOE)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Norway East (NOE)
aka.ms/latestapplianceservices/norwayeast,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Norway East (NOE)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Norway East (NOE)
discoverysrv.noe.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Norway East (NOE)
asmsrv.noe.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Norway East (NOE)
pod01-srs1.nwe.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,Norway East (NOE)
asmsrvprodnoeperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Norway East (NOE)
asmsrvprodnoeperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Norway East (NOE)
discoverysvcprodnoeevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Norway East (NOE)
discoverysvcprodnoedepsa.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Norway East (NOE)
HyperVEHubNsnoe1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Norway East (NOE)
HyperVEHubNsnoe2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Norway East (NOE)
HyperVEHubNsnoe3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Norway East (NOE)
VMwareEHubNsnoe1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Norway East (NOE)
VMwareEHubNsnoe2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Norway East (NOE)
VMwareEHubNsnoe3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Norway East (NOE)
ServerEHubNsnoe1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Norway East (NOE)
ServerEHubNsnoe2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Norway East (NOE)
ServerEHubNsnoe3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Norway East (NOE)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,South Africa North (SAN)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,South Africa North (SAN)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,South Africa North (SAN)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,South Africa North (SAN)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,South Africa North (SAN)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,South Africa North (SAN)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,South Africa North (SAN)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,South Africa North (SAN)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,South Africa North (SAN)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,South Africa North (SAN)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,South Africa North (SAN)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,South Africa North (SAN)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,South Africa North (SAN)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,South Africa North (SAN)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,South Africa North (SAN)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,South Africa North (SAN)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,South Africa North (SAN)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,South Africa North (SAN)
aka.ms/latestapplianceservices/southafricanorth,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,South Africa North (SAN)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,South Africa North (SAN)
discoverysrv.san.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,South Africa North (SAN)
asmsrv.san.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,South Africa North (SAN)
pod01-srs1.san.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,South Africa North (SAN)
asmsrvprodsanperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,South Africa North (SAN)
asmsrvprodsanperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,South Africa North (SAN)
discoverysvcprodsanevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,South Africa North (SAN)
discoverysvcprodsandepsa.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,South Africa North (SAN)
HyperVEHubNssan1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,South Africa North (SAN)
HyperVEHubNssan2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,South Africa North (SAN)
HyperVEHubNssan3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,South Africa North (SAN)
VMwareEHubNssan1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,South Africa North (SAN)
VMwareEHubNssan2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,South Africa North (SAN)
VMwareEHubNssan3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,South Africa North (SAN)
ServerEHubNssan1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,South Africa North (SAN)
ServerEHubNssan2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,South Africa North (SAN)
ServerEHubNssan3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,South Africa North (SAN)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Switzerland North (SZN)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Switzerland North (SZN)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Switzerland North (SZN)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Switzerland North (SZN)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Switzerland North (SZN)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Switzerland North (SZN)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Switzerland North (SZN)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Switzerland North (SZN)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Switzerland North (SZN)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Switzerland North (SZN)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Switzerland North (SZN)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Switzerland North (SZN)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Switzerland North (SZN)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Switzerland North (SZN)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Switzerland North (SZN)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Switzerland North (SZN)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Switzerland North (SZN)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Switzerland North (SZN)
aka.ms/latestapplianceservices/switzerlandnorth,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Switzerland North (SZN)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Switzerland North (SZN)
discoverysrv.szn.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Switzerland North (SZN)
asmsrv.szn.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Switzerland North (SZN)
pod01-srs1.szn.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,Switzerland North (SZN)
asmsrvprodsznperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Switzerland North (SZN)
asmsrvprodsznperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Switzerland North (SZN)
discoverysrvprodsznevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Switzerland North (SZN)
discsrvprodszndepsa1.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Switzerland North (SZN)
HyperVEHubNs2020-06-30-15-03-23-614.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Switzerland North (SZN)
HyperVEHubNs2020-06-30-15-06-53-543.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Switzerland North (SZN)
HyperVEHubNs2020-06-30-15-08-33-788.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Switzerland North (SZN)
VMwareEHubNs2020-06-30-15-10-10-551.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Switzerland North (SZN)
MwareEHubNs2020-06-30-15-11-55-249.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Switzerland North (SZN)
VMwareEHubNs2020-06-30-15-13-34-201.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Switzerland North (SZN)
ServerEHubNs2020-06-30-15-15-11-981.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Switzerland North (SZN)
ServerEHubNs2020-06-30-15-16-50-550.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Switzerland North (SZN)
ServerEHubNs2020-06-30-15-18-27-050.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Switzerland North (SZN)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Switzerland West (SZW)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Switzerland West (SZW)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Switzerland West (SZW)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Switzerland West (SZW)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Switzerland West (SZW)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Switzerland West (SZW)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Switzerland West (SZW)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Switzerland West (SZW)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Switzerland West (SZW)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Switzerland West (SZW)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Switzerland West (SZW)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Switzerland West (SZW)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Switzerland West (SZW)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Switzerland West (SZW)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Switzerland West (SZW)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Switzerland West (SZW)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Switzerland West (SZW)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Switzerland West (SZW)
aka.ms/latestapplianceservices/switzerlandwest,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Switzerland West (SZW)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Switzerland West (SZW)
discoverysrv.szw.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Switzerland West (SZW)
asmsrv.szw.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Switzerland West (SZW)
pod01-srs1.szw.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,Switzerland West (SZW)
asmsrvprodszwperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Switzerland West (SZW)
asmsrvprodszwperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Switzerland West (SZW)
discoverysrvprodszwevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Switzerland West (SZW)
discsrvprodszwdepsa1.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Switzerland West (SZW)
HyperVEHubNs2020-07-23-16-16-48-670.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Switzerland West (SZW)
HyperVEHubNs2020-07-23-16-16-49-674.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Switzerland West (SZW)
HyperVEHubNs2020-07-23-16-16-50-679.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Switzerland West (SZW)
VMwareEHubNs2020-07-23-16-16-45-623.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Switzerland West (SZW)
VMwareEHubNs2020-07-23-16-16-46-647.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Switzerland West (SZW)
VMwareEHubNs2020-07-23-16-16-47-652.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Switzerland West (SZW)
ServerEHubNs2020-07-23-16-16-51-701.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Switzerland West (SZW)
ServerEHubNs2020-07-23-16-16-52-707.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Switzerland West (SZW)
ServerEHubNs2020-07-23-16-16-53-712.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Switzerland West (SZW)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,South East Asia (SEA)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,South East Asia (SEA)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,South East Asia (SEA)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,South East Asia (SEA)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,South East Asia (SEA)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,South East Asia (SEA)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,South East Asia (SEA)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,South East Asia (SEA)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,South East Asia (SEA)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,South East Asia (SEA)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,South East Asia (SEA)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,South East Asia (SEA)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,South East Asia (SEA)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,South East Asia (SEA)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,South East Asia (SEA)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,South East Asia (SEA)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,South East Asia (SEA)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,South East Asia (SEA)
aka.ms/latestapplianceservices/southeastasia,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,South East Asia (SEA)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,South East Asia (SEA)
discoverysrv.sea.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,South East Asia (SEA)
asmsrv.sea.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,South East Asia (SEA)
pod01-srs1.sea.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,South East Asia (SEA)
asmsrvprodseaperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,South East Asia (SEA)
asmsrvprodseaperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,South East Asia (SEA)
sfdiscoverysrvprodseaevhubns.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,South East Asia (SEA)
discsrvprodseadepsa1.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,South East Asia (SEA)
azhypervehubns2019-03-27-09-18-56-092.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,South East Asia (SEA)
azhypervehubns2019-03-27-09-20-46-178.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,South East Asia (SEA)
azhypervehubns2019-03-27-09-21-44-832.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,South East Asia (SEA)
HyperVEHubNs2019-03-27-09-18-56-092.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,South East Asia (SEA)
HyperVEHubNs2019-03-27-09-20-46-178.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,South East Asia (SEA)
HyperVEHubNs2019-03-27-09-21-44-832.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,South East Asia (SEA)
azvmwareehubns2019-03-27-09-22-46-429.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,South East Asia (SEA)
azvmwareehubns2019-03-27-09-24-19-189.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,South East Asia (SEA)
azvmwareehubns2019-03-27-09-25-39-613.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,South East Asia (SEA)
VMwareEHubNs2019-03-27-09-22-46-429.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,South East Asia (SEA)
VMwareEHubNs2019-03-27-09-24-19-189.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,South East Asia (SEA)
VMwareEHubNs2019-03-27-09-25-39-613.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,South East Asia (SEA)
ServerEHubNs2019-10-24-16-46-16-195.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,South East Asia (SEA)
ServerEHubNs2019-10-24-16-47-55-051.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,South East Asia (SEA)
ServerEHubNs2019-10-24-16-49-26-242.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,South East Asia (SEA)
azserverehubns2019-10-24-16-46-16-195.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,South East Asia (SEA)
azserverehubns2019-10-24-16-47-55-051.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,South East Asia (SEA)
azserverehubns2019-10-24-16-49-26-242.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,South East Asia (SEA)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,UAE North (UAEN)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,UAE North (UAEN)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,UAE North (UAEN)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,UAE North (UAEN)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,UAE North (UAEN)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,UAE North (UAEN)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,UAE North (UAEN)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,UAE North (UAEN)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,UAE North (UAEN)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,UAE North (UAEN)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,UAE North (UAEN)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,UAE North (UAEN)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,UAE North (UAEN)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,UAE North (UAEN)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,UAE North (UAEN)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,UAE North (UAEN)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,UAE North (UAEN)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,UAE North (UAEN)
aka.ms/latestapplianceservices/uaenorth,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,UAE North (UAEN)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,UAE North (UAEN)
discoverysrv.uaen.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,UAE North (UAEN)
asmsrv.uaen.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,UAE North (UAEN)
pod01-srs1.uan.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,UAE North (UAEN)
asmsrvproduaenperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,UAE North (UAEN)
asmsrvproduaenperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,UAE North (UAEN)
discoverysvcproduaenevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,UAE North (UAEN)
discoverysvcproduaendesa.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,UAE North (UAEN)
HyperVEHubNsuaen1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,UAE North (UAEN)
HyperVEHubNsuaen2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,UAE North (UAEN)
HyperVEHubNsuaen3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,UAE North (UAEN)
VMwareEHubNsuaen1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,UAE North (UAEN)
VMwareEHubNsuaen2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,UAE North (UAEN)
VMwareEHubNsuaen3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,UAE North (UAEN)
ServerEHubNsuaen1.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,UAE North (UAEN)
ServerEHubNsuaen2.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,UAE North (UAEN)
ServerEHubNsuaen3.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,UAE North (UAEN)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,West US 2 (WUS2)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,West US 2 (WUS2)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,West US 2 (WUS2)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,West US 2 (WUS2)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,West US 2 (WUS2)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,West US 2 (WUS2)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,West US 2 (WUS2)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,West US 2 (WUS2)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,West US 2 (WUS2)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,West US 2 (WUS2)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,West US 2 (WUS2)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,West US 2 (WUS2)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,West US 2 (WUS2)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,West US 2 (WUS2)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,West US 2 (WUS2)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,West US 2 (WUS2)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,West US 2 (WUS2)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,West US 2 (WUS2)
aka.ms/latestapplianceservices/westus2,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,West US 2 (WUS2)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,West US 2 (WUS2)
discoverysrv.wus2.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,West US 2 (WUS2)
asmsrv.wus2.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,West US 2 (WUS2)
